"pfil_gene","gene_name","contig","Entrez_id","pN_mc","pS_mc","pN_pipra","pS_pipra","pN_all","pS_all","dN_orig","dS_orig","pN","pS","dN","dS","pN.pS","dN.dS","alpha","NeutralityIndex","fisher.test.P","fisher.test.Padj","best_anno","dummy_name","GO"
"ACAA1","ACAA1","NW_021938949.1",103764351,4,8,0,1,0,0,0,1,4,9,0,1,0.444444444444444,0,-Inf,Inf,1,1,"ACAA1","ACAA1","GO:0006635;GO:0033540;GO:0006625;GO:0000038;GO:0010124;GO:0043312;GO:0036109;GO:0008206"
"ACAA2","ACAA2","NW_021940553.1",103761996,3,5,2,2,0,0,1,9,5,7,1,9,0.714285714285714,0.111111111111111,-5.42857142857143,6.42857142857143,0.16187527642636,1,"ACAA2","ACAA2","GO:0006695;GO:1902109;GO:0071456;GO:0006635;GO:1901029"
"ACACA","ACACA","NW_021940796.1",103761098,4,29,0,11,0,1,2,17,4,41,2,17,0.0975609756097561,0.117647058823529,0.170731707317073,0.829268292682927,1,1,"ACACA","ACACA","GO:0006633;GO:0045540;GO:0046949;GO:0001894;GO:2001295;GO:0006084;GO:0006853;GO:0055088;GO:0051289;GO:0071380;GO:0019538;GO:0031325"
"ACACB","ACACB","NW_021940379.1",103760293,22,46,2,8,0,1,20,30,24,55,20,30,0.436363636363636,0.666666666666667,0.345454545454545,0.654545454545455,0.34066715889728,1,"ACACB","ACACB","GO:0043086;GO:0010884;GO:0042493;GO:0051289;GO:0045540;GO:0031325;GO:0014070;GO:0031667;GO:0006084;GO:0010906;GO:0006633;GO:0031999;GO:0060421;GO:0010629;GO:0097009;GO:0006853;GO:2001295"
"ACAD10","ACAD10","NW_021940379.1",103760280,10,6,6,0,0,0,10,8,16,6,10,8,2.66666666666667,1.25,-1.13333333333333,2.13333333333333,0.326688312339035,1,"ACAD10","ACAD10","GO:0006635"
"ACAD11","ACAD11","NW_021940535.1",103766523,6,11,3,5,0,0,5,4,9,16,5,4,0.5625,1.25,0.55,0.45,0.435129942360198,1,"ACAD11","ACAD11","GO:0033539;GO:0006635"
"ACAD8","ACAD8","NW_021940545.1",103762760,3,12,0,1,0,0,2,4,3,13,2,4,0.230769230769231,0.5,0.538461538461538,0.461538461538462,0.585326953748006,1,"ACAD8","ACAD8","GO:0006629;GO:0009083;GO:0006574"
"ACAD9","ACAD9","NW_021940873.1",103761830,1,5,0,0,0,0,1,7,1,5,1,7,0.2,0.142857142857143,-0.4,1.4,1,1,"ACAD9","ACAD9","GO:0032981;GO:0001676;GO:0051791"
"ACADL","ACADL","NW_021939471.1",103761849,2,5,0,1,0,0,1,6,2,6,1,6,0.333333333333333,0.166666666666667,-1,2,1,1,"ACADL","ACADL","GO:0090181;GO:0120162;GO:0045717;GO:0001659;GO:0033539;GO:0006635;GO:0019254;GO:0046322;GO:0044242;GO:0042413;GO:0042758"
"ACADM","ACADM","NW_021939546.1",103755940,1,2,0,0,0,0,0,0,1,2,0,0,0.5,NA,NA,NA,NA,NA,"ACADM","ACADM","GO:0006635;GO:0033539;GO:0019216;GO:0051793;GO:0019254;GO:0051791;GO:0045329"
"ACADS","ACADS","NW_021940671.1",103759412,2,14,0,1,0,0,2,10,2,15,2,10,0.133333333333333,0.2,0.333333333333333,0.666666666666667,1,1,"ACADS","ACADS","GO:0006635;GO:0046359;GO:0033539"
"ACADSB","ACADSB","NW_021940541.1",103761894,2,3,1,3,0,1,0,4,3,7,0,4,0.428571428571429,0,-Inf,Inf,0.505494505494505,1,"ACADSB","ACADSB","GO:0009083;GO:0006550;GO:0006631"
"ACAN","ACAN","NW_021939189.1",103759061,14,18,4,6,0,0,13,14,18,24,13,14,0.75,0.928571428571429,0.192307692307692,0.807692307692308,0.804804130117089,1,"ACAN","ACAN","GO:0030198;GO:0042340;GO:0007417;GO:0007155;GO:0001501;GO:0006508;GO:0018146"
"ACAP2","ACAP2","NW_021940207.1",103758345,1,3,0,1,0,0,1,12,1,4,1,12,0.25,0.0833333333333333,-2,3,0.490196078431373,1,"ACAP2","ACAP2","GO:0032456;GO:1990090;GO:0030029;GO:0043547"
"ACAP3","ACAP3","NW_021940578.1",103759242,1,8,0,1,0,0,8,4,1,9,8,4,0.111111111111111,2,0.944444444444444,0.0555555555555556,0.011499336576736,1,"ACAP3","ACAP3","GO:0010975;GO:0001764;GO:0043547"
"ACAT1","ACAT1","NW_021940208.1",103756716,0,3,1,0,0,0,0,8,1,3,0,8,0.333333333333333,0,-Inf,Inf,0.333333333333333,1,"ACAT1","ACAT1","GO:0015937;GO:0006550;GO:0009083;GO:0034435;GO:0006635;GO:0015936;GO:0046952;GO:0006085;GO:1902860;GO:1902224;GO:0046951;GO:0046356"
"ACAT2","ACAT2","NW_021940604.1",103757064,3,2,0,0,0,1,2,4,3,3,2,4,1,0.5,-1,2,1,1,"ACAT2","ACAT2","GO:0006695;GO:0006629;GO:0006635"
"ACBD3","ACBD3","NW_021940864.1",103767630,7,2,2,3,0,0,2,3,9,5,2,3,1.8,0.666666666666667,-1.7,2.7,0.602683178534572,1,"ACBD3","ACBD3","GO:0006694;GO:0016032"
"ACBD4","ACBD4","NW_021938794.1",108643034,3,1,0,0,0,0,5,1,3,1,5,1,3,5,0.4,0.6,1,1,"ACBD5","ACBD5_pp_1","GO:0009062;GO:0030242;GO:0035973;GO:0016236"
"ACBD5","ACBD5","NW_021940535.1",103763360,5,4,0,0,0,0,1,1,5,4,1,1,1.25,1,-0.25,1.25,1,1,"ACBD5","ACBD5","GO:0009062;GO:0030242;GO:0035973;GO:0016236"
"ACBD6","ACBD6","NW_021940565.1",103766879,0,2,0,0,0,0,0,2,0,2,0,2,0,0,NA,NA,NA,NA,"ACBD6","ACBD6","GO:0006637"
"ACBD7","ACBD7","NW_021940535.1",103763348,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,"ACBD7",NA,NA
"ACCS","ACCS","NW_021940750.1",103754031,0,4,1,2,0,0,3,11,1,6,3,11,0.166666666666667,0.272727272727273,0.388888888888889,0.611111111111111,1,1,"ACCS","ACCS","GO:0042218"
"ACE","ACE","NW_021940764.1",103757339,11,26,2,7,0,1,11,10,13,34,11,10,0.382352941176471,1.1,0.652406417112299,0.347593582887701,0.0594331803271521,1,"ACE","ACE","GO:1903597;GO:2000170;GO:1902033;GO:0032091;GO:0042447;GO:0097746;GO:0032092;GO:0002003;GO:0043171;GO:0008217;GO:0060047;GO:0003081;GO:0050435;GO:0007283;GO:0001822;GO:0003084;GO:0014910;GO:0002019;GO:0002474;GO:0071838;GO:0060218;GO:0050482;GO:0002446;GO:0001974;GO:1900086;GO:0060177;GO:0010608;GO:0019229;GO:0010629;GO:0061098;GO:0006508;GO:0032943"
"ACE2","ACE2","NW_021940813.1",103760034,5,6,0,1,0,0,7,7,5,7,7,7,0.714285714285714,1,0.285714285714286,0.714285714285714,0.712688114147261,1,"ACE2","ACE2","GO:0022898;GO:0046718;GO:0001817;GO:0002003;GO:2000272;GO:0042127;GO:0003081;GO:0050727;GO:1903598;GO:0003051;GO:0097746;GO:0046813;GO:1903779;GO:0019229;GO:1905737;GO:0060452;GO:0051957;GO:2000379;GO:0015827"
"ACER1","ACER1","NW_021938834.1",103767001,0,2,0,0,0,0,1,9,0,2,1,9,0,0.111111111111111,1,0,1,1,"ACER1","ACER1","GO:0030148;GO:0046514;GO:0010446;GO:0046512;GO:0006665;GO:0030154;GO:0030216;GO:0071277;GO:0008544"
"ACER2","ACER2","NW_021940612.1",103767717,1,0,0,0,0,0,1,2,1,0,1,2,Inf,0.5,-Inf,Inf,1,1,"ACER2","ACER2","GO:0046514;GO:0030148;GO:0042981;GO:0030330;GO:0090285;GO:0035690;GO:0046512;GO:0010506;GO:0033629;GO:0006919;GO:0001953;GO:0010942;GO:0032526;GO:0008284;GO:0006974"
"ACER3","ACER3","NW_021940836.1",103758655,0,4,0,0,0,0,0,3,0,4,0,3,0,0,NA,NA,NA,NA,"ACER3","ACER3","GO:0046514;GO:0043067;GO:0008284;GO:0046512;GO:0042552;GO:0030148;GO:0071602"
"ACKR2","ACKR2","NW_021938949.1",103756359,10,11,4,1,1,1,7,3,15,13,7,3,1.15384615384615,2.33333333333333,0.505494505494505,0.494505494505495,0.469421066686002,1,"ACKR2","ACKR2","GO:0060326;GO:0006955;GO:0006935;GO:0070098;GO:0007275;GO:0019722;GO:0006897;GO:0006954;GO:0007204;GO:0007186"
"ACKR3","ACKR3","NW_021940761.1",108641660,1,7,0,2,0,0,0,4,1,9,0,4,0.111111111111111,0,-Inf,Inf,1,1,"ACKR3","ACKR3","GO:0070098;GO:1902230;GO:0008285;GO:0031623;GO:0001525;GO:0016032;GO:0070374;GO:0001570;GO:0060326;GO:0007204;GO:0019722;GO:0007155;GO:0006955;GO:0007186;GO:1905322"
"ACKR4","ACKR4","NW_021940535.1",103766493,2,5,0,2,0,1,0,3,2,8,0,3,0.25,0,-Inf,Inf,1,1,"ACKR4","ACKR4","GO:0070098;GO:0006897;GO:0060326;GO:0006935;GO:0007204;GO:0007186;GO:0019722;GO:0006955"
"ACLY","ACLY","NW_021940764.1",103757736,1,20,0,5,0,0,2,15,1,25,2,15,0.04,0.133333333333333,0.7,0.3,0.552305323717689,1,"ACLY","ACLY","GO:0006695;GO:0015936;GO:0031325;GO:0006085;GO:0006107;GO:0006101;GO:0006633;GO:0043312;GO:0046949;GO:0008610"
"ACMSD","ACMSD","NW_021940560.1",103756006,2,6,0,0,0,0,0,3,2,6,0,3,0.333333333333333,0,-Inf,Inf,1,1,"ACMSD","ACMSD","GO:0006569;GO:0019748;GO:1905004;GO:1904985;GO:1905012"
"ACO1","ACO1","NW_021940917.1",103757140,1,11,0,2,0,0,4,10,1,13,4,10,0.0769230769230769,0.4,0.807692307692308,0.192307692307692,0.325925925925926,1,"ACO1","ACO1","GO:0050892;GO:0009791;GO:0006101;GO:0006099;GO:0010040;GO:0006417;GO:0006879"
"ACO2","ACO2","NW_021940682.1",103764685,0,5,0,2,0,0,0,7,0,7,0,7,0,0,NA,NA,NA,NA,"ACO2","ACO2","GO:0006099;GO:0006091;GO:0006101"
"ACOD1","ACOD1","NW_021940208.1",103760829,4,0,1,0,0,0,9,4,5,0,9,4,Inf,2.25,-Inf,Inf,0.277777777777778,1,"ACOD1","ACOD1","GO:0007566;GO:0071222;GO:0002760;GO:0006952;GO:0072573;GO:0032088;GO:0035458;GO:0032480;GO:0071393;GO:0034136;GO:0045824;GO:0006954;GO:0071346;GO:0051607;GO:0071219;GO:0071347;GO:0071356;GO:0034144;GO:2000379;GO:0050728"
"ACOT11","ACOT11","NW_021939546.1",103758883,0,4,0,5,0,1,2,5,0,10,2,5,0,0.4,1,0,0.154411764705882,1,"ACOT11","ACOT11","GO:0035556;GO:0006637;GO:0006631;GO:0120163;GO:0009266;GO:0009409"
"ACOT12","ACOT12","NW_021939718.1",103756982,0,1,1,3,0,0,22,6,1,4,22,6,0.25,3.66666666666667,0.931818181818182,0.0681818181818182,0.021412680756396,1,"ACOT12","ACOT12","GO:0006637;GO:0006631;GO:0006084"
"ACOT13","ACOT13","NW_021939256.1",103753904,0,2,0,2,0,0,1,0,0,4,1,0,0,Inf,1,0,0.2,1,"ACOT13","ACOT13","GO:0051289;GO:0120163;GO:0006637"
"ACOT7","ACOT7","NW_021940578.1",103762027,1,5,0,2,0,0,0,5,1,7,0,5,0.142857142857143,0,-Inf,Inf,1,1,"ACOT7","ACOT7","GO:0036116;GO:0006637;GO:1900535;GO:0036114;GO:0051792;GO:0015937;GO:0006631"
"ACOT8","ACOT8","NW_021939960.1",103754289,1,3,0,1,0,0,2,4,1,4,2,4,0.25,0.5,0.5,0.5,1,1,"ACOT8","ACOT8","GO:0006625;GO:0006637;GO:0016559;GO:0009062;GO:0033540;GO:0043649;GO:0045225;GO:0006699;GO:0036109;GO:0016032"
"ACOT9","ACOT9","NW_021940813.1",103756300,0,3,0,0,0,0,1,1,0,3,1,1,0,1,1,0,0.4,1,"ACOT9","ACOT9","GO:0006637"
"ACOX1","ACOX1","NW_021939798.1",103761321,3,12,0,7,1,0,2,4,4,19,2,4,0.210526315789474,0.5,0.578947368421053,0.421052631578947,0.574977895667551,1,"ACOX1","ACOX1","GO:0006625;GO:0006091;GO:0009062;GO:0033540;GO:0050665;GO:0055088;GO:0019395;GO:0036109;GO:0006629;GO:0007283;GO:0000038;GO:0006693;GO:0019216"
"ACOX2","ACOX2","NW_021939063.1",103764452,6,6,3,3,0,1,1,4,9,10,1,4,0.9,0.25,-2.6,3.6,0.357707509881423,1,"ACOX2","ACOX2","GO:0033540;GO:0006625;GO:0006699;GO:0000038;GO:0010942;GO:1902884;GO:0055088"
"ACOX3","ACOX3","NW_021938789.1",103755024,9,6,1,3,0,0,11,11,10,9,11,11,1.11111111111111,1,-0.111111111111111,1.11111111111111,1,1,"ACOX3","ACOX3","GO:0033540;GO:0055088;GO:0006625"
"ACP1","ACP1","NW_021938895.1",103765763,0,1,0,1,0,0,0,0,0,2,0,0,0,NA,NA,NA,NA,NA,"ACP1","ACP1","GO:0035335"
"ACP2","ACP2","NW_021940750.1",103754006,1,1,0,1,0,0,6,11,1,2,6,11,0.5,0.545454545454545,0.0833333333333334,0.916666666666667,1,1,"ACP2","ACP2","GO:0016311;GO:0007040"
"ACP6","ACP6","NW_021940498.1",103759037,3,5,1,4,0,0,2,5,4,9,2,5,0.444444444444444,0.4,-0.111111111111111,1.11111111111111,1,1,"ACP6","ACP6","GO:0002244;GO:0016311;GO:2001311;GO:0006654;GO:0006644"
"ACRBP","ACRBP","NW_021940122.1",103762336,2,1,1,1,0,0,9,12,3,2,9,12,1.5,0.75,-1,2,0.634782608695652,1,"ACRBP","ACRBP","GO:0009566;GO:0001675;GO:0007286;GO:0008150"
"ACSBG1","ACSBG1","NW_021940637.1",103767674,3,8,2,3,0,1,1,6,5,12,1,6,0.416666666666667,0.166666666666667,-1.5,2.5,0.628666527980029,1,"ACSBG1","ACSBG1","GO:0035338;GO:0051384;GO:0042759;GO:0000038;GO:0001676;GO:0042552"
"ACSBG2","ACSBG2","NW_021938834.1",103767159,1,5,0,0,0,0,1,8,1,5,1,8,0.2,0.125,-0.6,1.6,1,1,"ACSBG2","ACSBG2","GO:0030154;GO:0006631;GO:0042759;GO:0007283;GO:0007275;GO:0035338"
"ACSF2","ACSF2","NW_021939798.1",103760441,0,5,0,2,0,0,3,6,0,7,3,6,0,0.5,1,0,0.2125,1,"ACSF2","ACSF2","GO:0006637;GO:0006631"
"ACSF3","ACSF3","NW_021938838.1",103761068,2,7,1,2,0,0,3,6,3,9,3,6,0.333333333333333,0.5,0.333333333333333,0.666666666666667,1,1,"ACSF3","ACSF3","GO:0090410;GO:0035338;GO:0006633;GO:0006631"
"ACSL1","ACSL1","NW_021938789.1",103758504,2,2,0,1,0,0,2,4,2,3,2,4,0.666666666666667,0.5,-0.333333333333333,1.33333333333333,1,1,"ACSL1","ACSL1","GO:0001676;GO:0034201;GO:0000038;GO:0042493;GO:0035338;GO:0120162;GO:0044539;GO:0042178;GO:0036109;GO:0033211;GO:0071902;GO:0008610;GO:0007584;GO:0010747;GO:0043651;GO:0019432;GO:0019216;GO:0014070;GO:0015908"
"ACSL3","ACSL3","NW_021940603.1",103764322,1,0,0,1,0,0,1,4,1,1,1,4,1,0.25,-3,4,1,1,"ACSL3","ACSL3","GO:0035336;GO:0001676;GO:0051047;GO:0030182;GO:0034379;GO:0014070;GO:2001247;GO:0006633;GO:0007420;GO:0042998;GO:0007584;GO:0044539;GO:0035338"
"ACSL4","ACSL4","NW_021939395.1",103766495,1,4,0,1,0,0,0,9,1,5,0,9,0.2,0,-Inf,Inf,0.4,1,"ACSL4","ACSL4","GO:0001676;GO:0015908;GO:0006629;GO:0007584;GO:0019432;GO:0032024;GO:0035336;GO:0060136;GO:0030182;GO:0035338;GO:0070672;GO:0060996"
"ACSL5","ACSL5","NW_021939122.1",103759910,1,1,0,1,0,0,7,11,1,2,7,11,0.5,0.636363636363636,0.214285714285714,0.785714285714286,1,1,"ACSL5","ACSL5","GO:0001676;GO:0035338;GO:0010747;GO:0008610"
"ACSL6","ACSL6","NW_021940620.1",103756655,3,14,0,1,0,1,0,5,3,16,0,5,0.1875,0,-Inf,Inf,1,1,"ACSL6","ACSL6","GO:0001676;GO:0006637;GO:0000038;GO:0035338;GO:0008610"
"ACSS1","ACSS1","NW_021940822.1",103766093,2,4,0,0,0,0,6,7,2,4,6,7,0.5,0.857142857142857,0.416666666666667,0.583333333333333,1,1,"ACSS1","ACSS1","GO:0019427;GO:0006085;GO:0019413;GO:0006069;GO:0019542"
"ACSS2","ACSS2","NW_021940845.1",103755194,2,9,0,1,0,2,3,7,2,12,3,7,0.166666666666667,0.428571428571429,0.611111111111111,0.388888888888889,0.614624505928854,1,"ACSS2","ACSS2","GO:0006069;GO:0019427;GO:0008610;GO:0019413;GO:0019542"
"ACSS3","ACSS3","NW_021940682.1",103759168,5,0,1,1,0,0,2,5,6,1,2,5,6,0.4,-14,15,0.102564102564103,1,"ACSS3","ACSS3","GO:0046951"
"ACTA1","ACTA1","NW_021940517.1",103757425,0,1,0,0,0,1,0,1,0,2,0,1,0,0,NA,NA,NA,NA,"ACTA1","ACTA1","GO:0030240;GO:0030049;GO:0009612;GO:0043503;GO:0010628;GO:0010226;GO:0048741;GO:0090131;GO:0009991;GO:0048545;GO:0006936;GO:0071417"
"ACTA2","ACTA2","NW_021939122.1",103763109,1,4,0,2,0,0,0,8,1,6,0,8,0.166666666666667,0,-Inf,Inf,0.466666666666667,1,"ACTA2","ACTA2","GO:0006936;GO:0014829;GO:0010628;GO:0008217;GO:0009615;GO:0090131;GO:0045893;GO:0072144"
"ACTB","ACTB","NW_021938949.1",103761448,0,2,0,1,0,0,0,1,0,3,0,1,0,0,NA,NA,NA,NA,"ACTB","ACTB","GO:0001738;GO:0035633;GO:0034329;GO:0001895;GO:1903076;GO:0051623;GO:0070527;GO:0016579;GO:0072749;GO:0061024;GO:0000079;GO:0071896;GO:0022898;GO:0032091;GO:0048870;GO:0051621;GO:0034333;GO:0150111;GO:0098974;GO:0007163;GO:0043044;GO:0045176;GO:0021762;GO:0045815;GO:0007409;GO:0048013;GO:0038096"
"ACTC1","ACTC1","NW_021940750.1",103758794,0,2,0,1,0,0,0,5,0,3,0,5,0,0,NA,NA,NA,NA,"ACTC1","ACTC1","GO:0007015;GO:0042493;GO:0060047;GO:0045471;GO:0031032;GO:0030240;GO:0090131;GO:0055008;GO:0060048;GO:0033275;GO:0055003;GO:0030048;GO:0030049;GO:0010628"
"ACTG1","ACTG1","NW_021939798.1",103755811,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,"ACTG1","ACTG1","GO:0001738;GO:0001895;GO:0001525;GO:0051492;GO:1902396;GO:0035633;GO:0061024;GO:0098974;GO:0150111;GO:0038096;GO:0120192;GO:0051893;GO:0030335;GO:0010628;GO:0034329;GO:0048013;GO:0070527;GO:0090303"
"ACTG2","ACTG2","NW_021940780.1",103759861,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"ACTG2","ACTG2","GO:0090131;GO:0006936;GO:0010628"
"ACTL10","ACTL10","NW_021940845.1",108641873,4,16,4,0,0,0,3,5,8,16,3,5,0.5,0.6,0.166666666666667,0.833333333333333,1,1,"ACTL10",NA,NA
"ACTL6A","ACTL6A","NW_021940207.1",103758282,0,3,0,0,0,0,0,2,0,3,0,2,0,0,NA,NA,NA,NA,"ACTL6A","ACTL6A","GO:0043044;GO:0043968;GO:0016579;GO:0021510;GO:0007399;GO:0006338;GO:0043967;GO:0003407;GO:0045893;GO:0040008;GO:0006357;GO:0001825;GO:0006281;GO:0006310;GO:0007165"
"ACTN1","ACTN1","NW_021940750.1",103760494,0,0,0,1,0,0,1,7,0,1,1,7,0,0.142857142857143,1,0,1,1,"ACTN4","ACTN4_ah_3","GO:1903506;GO:1900025;GO:0015031;GO:0051272;GO:1901224;GO:0048384;GO:0042981;GO:0033209;GO:0045893;GO:0030050;GO:0001666;GO:0032417;GO:0030335;GO:0002576;GO:0035357"
"ACTN2","ACTN2","NW_021940864.1",103754335,1,8,0,1,0,0,0,9,1,9,0,9,0.111111111111111,0,-Inf,Inf,1,1,"ACTN2","ACTN2","GO:0007155;GO:0042391;GO:0043267;GO:0000165;GO:0030035;GO:1901018;GO:0030049;GO:0002576;GO:0043268;GO:0055013;GO:0086097;GO:1901017;GO:0045214;GO:2000310;GO:0051695;GO:0042981;GO:0045893;GO:2001137;GO:0072659;GO:2001259;GO:2000009;GO:0048041"
"ACTR10","ACTR10","NW_021940750.1",103767554,0,6,0,2,0,0,0,10,0,8,0,10,0,0,NA,NA,NA,NA,"ACTR10","ACTR10","GO:0043312;GO:0098958;GO:0019886;GO:0007018;GO:0006888"
"ACTR1A","ACTR1A","NW_021939122.1",103767049,0,5,0,2,0,0,0,1,0,7,0,1,0,0,NA,NA,NA,NA,"ACTR1A","ACTR1A","GO:0010389;GO:0000086;GO:0006888;GO:0019886;GO:0007283;GO:0016192;GO:0097711"
"ACTR2","ACTR2","NW_021940754.1",103762384,0,2,0,2,0,0,0,2,0,4,0,2,0,0,NA,NA,NA,NA,"ACTR2","ACTR2","GO:0051653;GO:0034314;GO:0061003;GO:0060271;GO:0045944;GO:1905168;GO:0038096;GO:0033206;GO:0061024;GO:0071346;GO:0016344;GO:0035902;GO:0045471;GO:2001032;GO:0008306;GO:0007163;GO:0008356;GO:0035984;GO:0016482;GO:0048013;GO:0010592;GO:0043312"
"ACTR3","ACTR3","NW_021939632.1",103756950,0,1,0,0,0,0,0,1,0,1,0,1,0,0,NA,NA,NA,NA,"ACTR3","ACTR3","GO:0033206;GO:0045944;GO:0070358;GO:0008356;GO:0071346;GO:0038096;GO:0034314;GO:0048013;GO:0051653;GO:0016344;GO:0060271;GO:0061024;GO:0010592;GO:0007163"
"ACTR3B","ACTR3B","NW_021940812.1",103767067,1,4,0,1,0,0,0,1,1,5,0,1,0.2,0,-Inf,Inf,1,1,"ACTR3","ACTR3_pp_1","GO:0033206;GO:0045944;GO:0070358;GO:0008356;GO:0071346;GO:0038096;GO:0034314;GO:0048013;GO:0051653;GO:0016344;GO:0060271;GO:0061024;GO:0010592;GO:0007163"
"ACTR5","ACTR5","NW_021939960.1",103754332,3,5,0,0,0,0,3,9,3,5,3,9,0.6,0.333333333333333,-0.8,1.8,0.642414860681115,1,"ACTR5","ACTR5","GO:0006355;GO:0006302;GO:0006310;GO:0043044;GO:0016579;GO:0070914"
"ACTR6","ACTR6","NW_021940682.1",108640985,2,2,0,0,0,0,0,2,2,2,0,2,1,0,-Inf,Inf,0.466666666666667,1,"ACTR6","ACTR6","GO:0043486"
"ACTR8","ACTR8","NW_021939063.1",103755331,0,5,1,2,0,0,0,4,1,7,0,4,0.142857142857143,0,-Inf,Inf,1,1,"ACTR8","ACTR8","GO:0016579;GO:0006310;GO:0006302;GO:0043044;GO:0051301;GO:0007049;GO:0006355"
"ACVR1","ACVR1","NW_021940560.1",103757093,0,5,0,4,0,0,1,5,0,9,1,5,0,0.2,1,0,0.4,1,"ACVR1","ACVR1","GO:0001702;GO:0006468;GO:0030509;GO:0003181;GO:0000082;GO:0001707;GO:0003274;GO:0030278;GO:0030501;GO:0032924;GO:0003203;GO:0060389;GO:0045893;GO:0003289;GO:0045669;GO:0009953;GO:0060037;GO:0003183;GO:0051145;GO:0001569;GO:0001701;GO:0050731;GO:0001755;GO:0007507;GO:0045944;GO:0003143;GO:0002526;GO:0018107;GO:1905007;GO:0060923;GO:0071363;GO:0060412;GO:2000017;GO:0007179;GO:0030335;GO:0061445;GO:0061312;GO:0071773;GO:0010862;GO:0032926;GO:0001525;GO:0007368;GO:0007281;GO:0009968;GO:2001237;GO:0003148"
"ACVR1B","ACVR1B","NW_021938948.1",103760582,1,7,0,1,0,0,1,11,1,8,1,11,0.125,0.0909090909090909,-0.375,1.375,1,1,"ACVR1B","ACVR1B","GO:0006355;GO:0032924;GO:0010629;GO:0006468;GO:0001942;GO:0001701;GO:0071363;GO:0038092;GO:0007165;GO:0007417;GO:0046545;GO:0000082;GO:0045944;GO:0045648;GO:0007399;GO:0007178;GO:0097191;GO:0046777;GO:0032927;GO:1901165;GO:0010862;GO:0030308;GO:0018107"
"ACVR1C","ACVR1C","NW_021940560.1",103757092,3,5,3,2,0,0,2,6,6,7,2,6,0.857142857142857,0.333333333333333,-1.57142857142857,2.57142857142857,0.399862401100791,1,"ACVR1C","ACVR1C","GO:0009749;GO:0019915;GO:0071363;GO:0001834;GO:0043280;GO:0043065;GO:0006468;GO:0002021;GO:0030262;GO:0038092;GO:0007399;GO:0030154;GO:0032868;GO:1901383;GO:0032924;GO:0046676;GO:1901164"
"ACVR2A","ACVR2A","NW_021940560.1",103759298,1,2,0,1,0,0,0,4,1,3,0,4,0.333333333333333,0,-Inf,Inf,1,1,"ACVR2A","ACVR2A","GO:0060011;GO:0050999;GO:0045669;GO:0045944;GO:0071773;GO:0006468;GO:0048706;GO:0001702;GO:0007368;GO:0032924;GO:0001934;GO:0007283;GO:0007178;GO:0007498;GO:0071363;GO:0030509;GO:0032927;GO:0009952;GO:0010862;GO:0042713;GO:0045648;GO:0043084;GO:0030501"
"ACVR2B","ACVR2B","NW_021938949.1",103755783,0,8,1,1,0,0,2,2,1,9,2,2,0.111111111111111,1,0.888888888888889,0.111111111111111,0.175824175824176,1,"ACVR2B","ACVR2B","GO:0032927;GO:0030509;GO:0061298;GO:0001946;GO:0032924;GO:0060841;GO:0071363;GO:0000122;GO:0001974;GO:0006468;GO:0007165;GO:0060840;GO:0006355;GO:0120163;GO:0045669;GO:0060836;GO:0007178;GO:0009952;GO:0030501"
"ACVRL1","LOC103760584","NW_021938948.1",103760584,2,8,2,1,0,0,4,6,4,9,4,6,0.444444444444444,0.666666666666667,0.333333333333333,0.666666666666667,0.685018172028537,1,"ACVRL1","ACVRL1","GO:0010629;GO:0030336;GO:0001936;GO:0060836;GO:0007507;GO:0071560;GO:0006468;GO:0009953;GO:0071773;GO:0001955;GO:0043537;GO:0045893;GO:0003203;GO:0045944;GO:0051895;GO:0001974;GO:0043535;GO:0035313;GO:0060841;GO:0008015;GO:0030308;GO:0008285;GO:0001525;GO:0001946;GO:0002043;GO:0071363;GO:0010862;GO:0006275;GO:0006355;GO:0007162;GO:0030509;GO:0032332;GO:0090500;GO:0032924;GO:0007179;GO:0010596;GO:2000279;GO:0060840;GO:0030513;GO:0061298;GO:0008217;GO:0007165;GO:0035912;GO:0061154"
"ACYP1","ACYP1","NW_021940750.1",115307930,0,0,0,0,0,0,1,1,0,0,1,1,NA,1,NA,NA,NA,NA,"ACYP1","ACYP1","GO:0006796"
"ACYP2","ACYP2","NW_021940526.1",103758570,0,0,0,0,0,0,0,1,0,0,0,1,NA,0,NA,NA,NA,NA,"ACYP2","ACYP2","GO:0006796"
"ADA","ADA","NW_021939960.1",103754313,1,2,0,0,1,1,3,1,2,3,3,1,0.666666666666667,3,0.777777777777778,0.222222222222222,0.523809523809524,1,"ADA","ADA","GO:0046061;GO:0070244;GO:0048541;GO:0032261;GO:0046103;GO:0050728;GO:0070256;GO:0060169;GO:0002906;GO:0006157;GO:0046111;GO:0006154;GO:0010460;GO:0046638;GO:0050850;GO:0043278;GO:0002636;GO:0002314;GO:0042110;GO:0009168;GO:0046059;GO:0007155;GO:0048566;GO:0007568;GO:0001829;GO:0002686;GO:0042542;GO:0042493;GO:0060407;GO:0043101;GO:0001666;GO:0030890;GO:0042323;GO:0033632;GO:0033197;GO:0043103;GO:0001890;GO:0045987;GO:0001889;GO:0033089;GO:0048286;GO:0050862;GO:0001821"
